MOF,O2,N2,CO2,CH4,H2,He
CAWVIH_SL,663106.5764917643,433399.2779373762,491866.1734999024,,,5077473.515522404
CAXPIC_clean,21991.871990818232,2075.9815490858664,67535.22107064928,694.7658480139596,,13779.419630186647
CAXSUR_SL,2871947.741694767,4466007.183133793,1300676.2564018746,,,50269950.356015794
CAXTAY_clean,3113393.374284349,5164907.285254578,1591181.7142754404,1183317.783243809,,36412156.643976115
CAXTEC_clean,5041561.346306272,4295817.504558491,3271254.076570529,2264813.9962039483,,28852186.82166134
CAXVII_clean,8857154.28017073,7427164.445722253,3138051.94400827,,,40308773.404342815
CAXVOO_clean,10465585.95603068,8867395.301581657,4152712.767324386,,,45196042.57066115
CAXVUU_clean,9496407.947641982,7926458.696507407,5420226.752186759,,,41383634.609795295
CAXWAB_clean,9998854.10623448,9450979.794651397,3967311.3932157145,,,40114280.23475906
CAXWEF_clean,9082043.160345966,8612447.807945611,3833809.222979996,,,38502969.739095904
CAXWIJ_clean,9445978.095159715,9594281.946771532,3614496.863996548,,,49481773.6331371
CAXXEG_clean,1289175.0135133176,707092.8058078244,614294.6613823678,194576.3807358347,,8695068.19291217
CAXZOS_clean,1858905.4380134053,1537917.7043674781,1736895.1745399067,918385.6646628036,11402787.404281033,11387857.371648718
CAXZUY_clean,1981182.7340716375,1563269.316941506,1770452.454471615,861816.415747146,8421279.084893411,9205963.23104142
CAYCAI_clean,642843.625538316,154400.32354642835,129449.302596871,106721.68718645422,,3804825.2960362774
CAYDEN_clean,1531961.4838796118,2326538.5499442667,2038360.4694165543,934614.840281568,,13687588.795948643
CAYDIR_clean,1211322.425247763,1379269.2534452116,1292050.6101920044,531188.0250546227,,8146408.186664662
CAYDUD_clean,1229985.3727244881,1378167.6266315419,1301617.7587330556,480322.227069952,,9368034.100557996
CAYQIE_clean,10115584.153482568,8463215.61287214,6831329.907430848,,,42816073.14208839
CAYQOK_clean,11907818.02985591,10323583.823969182,6921988.225349369,,,71446327.57135803
CAYQUQ_clean,7063584.351397867,6491695.302807902,4748570.476983645,,,
CAYSIE_clean,155690.22830722152,158413.0121577519,129421.05607861246,,,1414443.2310283047
CAYSOK_clean,163967.53138946058,157222.04876586603,117521.60823525579,,,1405846.2859690927
CAYSOL_clean,,,,,,18070909.1149656
CAYYEG_clean,184664.3518164804,165952.38232377337,150460.8384064894,,,1449679.1038803253
CAZFOA_clean,5165856.0332154585,3273950.8102968344,2185176.031803936,250821.06171446558,,20920908.114159048
CAZGIT_clean,548609.0280734558,275547.8347024042,,45912.05355389368,1850648.9468730984,2311365.5852414737
CAZGOZ_clean,1151632.10689985,576452.6689082914,568183.2969169087,144614.01323079344,,6089204.10201673
CAZNEY_clean,4502426.127218149,,,,,28584532.16779786
CAZNOI_charged,5898180.708188727,4940759.499869284,3640433.085468243,2954717.5170445982,,32817180.89534024
CAZNUO_charged,5237214.297456422,4631096.261744006,3763047.4610409043,,,
CDLGLU11_clean,,,,,49631.36885870956,
CEBDOD_clean,,,,,14345852.541851342,
CECVAI_clean,3126189.9760862826,5071712.266495926,1015781.8842588644,1275029.263025852,,
CEGDUO_clean,353267.3097927279,190652.4311149661,189114.41352401554,39247.752047413116,1187220.1792357455,1258200.891870723
CEGFAW_clean,692901.6845607904,295881.427800953,319166.71055983973,72544.76534166904,2150009.3547236472,2159333.2050355575
CEGWER_clean,1694135.3380399204,984435.3742323272,1007938.300699636,,,
CEHLAD_clean,7960547.894840144,7096872.487701606,5418820.425823726,4547967.153971245,,41179364.77504146
CEHWIX_clean,,,,,,34993789.496923
CEJCAW_clean,1893587.9542478523,1410498.9706481136,1359248.4161555362,469711.5730342443,,15692907.238472886
CEJZAU_clean,2099398.9907262176,1582523.8333903502,1563368.3335801775,755735.8786008365,,9833543.126688955
CEKHIL_clean,,9598395.618786957,,,,
CEKROB_clean,430749.94003607717,129202.39481934425,151867.28478907552,36705.07738028676,,2011761.3212561158
CELKEL_clean,444439.3717120093,263645.72093070403,237613.0091709439,26027.104977203406,,2938745.1809853083
CELZEA_clean,2966684.123678199,2216647.058563194,2609383.8184866165,1517269.6439634108,,19866461.711885545
CELZIE_SL,502971.1411760388,227696.60519850432,273469.6295604482,59213.44675241685,3702766.7609374016,3482824.155059829
CEMYUQ_clean,2169692.841833935,,,,11538572.450405238,
CENPUI_clean,793095.8670529306,348221.9102900211,351962.8772121669,,,3906181.4421564867
CEQBUV_charged,477153.1008503784,726135.2276312106,504493.5282838609,,,2695259.2703721826
CESFIQ_clean,5234198.015142248,4953468.998203974,3599470.100902716,2682069.8408323275,,30208843.04595103
CESFOW_clean,5960142.270398583,5184837.972020513,3859904.6156934537,2449574.962816066,,33616687.36152078
CETHEQ_clean,1929871.0911806752,1935421.4811621753,875363.5904257464,,,15761086.31659139
CETNUL_clean,,589731.3985039943,,,,
CETVAA_clean,,,,,4601732.04289831,
CEXHET_clean,,,,,5435767.710528931,6057655.640067677
CEXHOD_clean,1026938.400904657,686361.7238060844,,,,5011335.482792221
CEXJOF_clean,1959369.8367885358,1431056.4268062133,1374734.6677552033,618258.0494168665,,13014381.89352377
CEXSEE_charged,,,,,,2538389.185272877
CEYPUT01_clean,827615.1084959827,627713.980765104,,105046.48198393761,5609438.642998373,5333146.381821196
CEYPUT_clean,835559.8416046737,665433.7834537284,,130730.91091418096,,6648873.38702224
CEZFIY_clean,1022654.9420970358,409185.6755846237,450581.9787018828,,,4876902.698014997
CICYIX_clean,,,,,4741.313018694978,
CIDKUX_clean,,5832269.246909414,3988601.8964734487,,,
CIFDOM_clean,1772089.7695220502,1226876.069966147,1055674.131585314,,,11046008.576515751
CIFDUS_clean,1860185.724530464,1276981.5893494552,1039939.1146439356,577048.6712456218,,11399700.185963372
CIFJAE_clean,4791388.349896477,3922225.336061671,3596443.3446651446,1935727.9577731169,,26816871.35588614
CIFLUA_clean,,4709536.932106909,3827388.9035910997,,,
CIFMEL_clean,6990575.858489312,13634402.146549176,2212854.1260215086,,,
CIFMIP_clean,6830153.536451186,5418183.619881078,4564602.003078657,,,39368140.066359095
CIGXIA_manual,6465570.517631478,5957807.137759189,5018416.571077149,3331060.938029775,,56566894.39919536
CIGYAU_clean,,,,,8854536.477126507,
CIJVOH01_clean,,,,,,23309581.736105073
CIMFOV_clean,566459.4232307547,410638.063454706,460645.51218327176,,,
CIMTAV_charged,643335.7500463411,459998.86099704413,389801.4180203836,188642.14899031972,2840912.3186094,2840280.634462217
CIPCUB_clean,1286058.9629844974,824353.8400974666,911500.4077908421,477912.9878479196,,8592317.817392636
CIPLIX_clean,2295133.808799171,1240525.2371722297,979799.230672917,400166.2409703326,,13454637.16726349
CIPREZ_charged,355522.89797818736,132740.7943935913,143904.495138438,13627.984657773444,,1522634.4527457159
CIPRID_charged,532244.8339322516,234514.1032718201,134884.3960264257,17576.797549994873,,2081888.8590215107
CIQQIE_clean,1646695.3962837693,930315.3456206049,845803.5720140084,394894.4347145983,6213959.326345163,6614007.277367359
CIQYUX_clean,109287.61831836519,1524.2667690108208,11224.707942363728,14.527121415973626,,2983.5112029046195
CIRTUU_clean,10362280.073178148,7966770.484339678,5229450.772550376,6199361.740302287,54931547.149955526,55156254.1044555
CISLUN_clean,2237313.5674553816,1702609.941985671,1554321.2727499523,,,17401243.315972283
CISMEY01_clean,555075.9261976725,68687.34637020012,351068.7024831887,1675.786112580935,,346825.8418130863
CISMEY_clean,644875.1890429112,126152.66923420994,360897.2905703518,4616.570041734242,,701682.2476096194
CISMIC_clean,70716.5149828624,12472.2905434794,58067.15894222553,1186.0759897603907,,78330.37288666294
CISXEJ_clean,481319.8529361805,310851.89445692295,366841.630560173,179745.1729840351,,1952065.4725730596
CITZIP_manual,5200694.198642824,4169305.988203334,4006564.988879272,1718230.4091321572,,35225169.931323834
CIVTEH_clean,494394.7406143138,267244.74961187266,251265.67694350536,79255.13570070735,,2366039.2462845505
CIWREG_clean,3224252.61384305,3285351.2902468485,1927885.771445614,1622486.4181441646,,28198844.30752722
CIWRIK_clean,2967514.21303143,3092199.265979156,1785575.6997081498,1624231.95808774,,27171943.608002126
CIWROQ_clean,3464601.5912696985,3397628.0735345976,2181159.2620966793,1836059.5973783839,,28191034.60896268
CIWRUW_clean,3662962.1344911885,3404452.521010887,2167004.222888036,1812240.3752769472,,26526824.957873993
CIWSAD_clean,3148547.7623807658,3225624.7110686316,2055904.8960271643,1717941.5263068709,,25860932.239485968
CIWYUD_clean,2809505.8038325584,1915829.5855976776,1946974.9285404517,879449.6660550935,,15699996.241474528
CIWZEP_clean,562016.588410003,361884.41933611425,421485.2131268767,171375.24004155592,,4769890.487956577
CIWZIT_clean,542298.8873368369,447782.6370739834,414592.1951026791,161913.53079949584,,5554158.748269583
CIXBUH_clean,3006505.8475371646,3177990.198356438,1963202.864103748,1646300.660624733,,26252566.113137856
CIXCAO_clean,3622700.31429625,3366231.458728769,2324279.098738185,1849903.1451967242,,27595981.379143905
CIYZUG_clean,455651.4006208238,285261.3887386953,272164.6682679874,37597.8971447212,,2612895.229794468
CIZLEE_clean,,,,,17260.03159689078,
CIZMIJ_clean,5044278.680184014,4676115.493888317,3344578.1181739205,,,23566497.59489753
CIZPOS_clean,2367040.9218908194,1566514.577480129,1253777.0666662382,608060.0999659732,,13077874.613349643
COBWEV_clean,532250.0063498046,433189.56126617745,414301.17149099003,449967.15778902697,,1996670.6713619693
COCMOY_clean,8404852.900772316,8348446.572235245,1041689.308222443,2585264.398844925,,60742969.12335923
COCMUE_clean,7655518.934063856,7094083.424324224,2405214.6139761102,3913427.7019734723,,37921978.874863684
COCNAL_clean,9686211.71220681,8237873.471440494,2631382.2527752183,5087409.865168338,,60165391.547772296
COCNEP_clean,8042778.799237427,7070198.044352647,4688184.10426741,4085385.1002237233,,47048742.01840082
CODDAA_clean,,,,,237832.39291963255,
CODFEH_clean,,3679638.023078432,,219040.01154008895,46527037.40704255,30765427.76509231
CODFUX_clean,2005507.0464635447,1153014.5808382488,,529750.0248056429,,22516124.228810728
CODGAE_clean,2541952.460928654,1447754.8271785306,1329790.2510413236,477308.6984400866,,28465123.381648436
CODJUC_clean,2486173.4527438832,1192114.5196885192,1898346.018528457,41237.27006930045,,7785250.451966438
CODMUF_clean,2541384.60858378,1566656.9117266154,1387878.0109141523,413130.7208145732,,14733285.544648169
CODNAM_clean,4841242.856476328,3876708.838642578,3036331.564227463,1391307.596718701,,30731883.985914696
CODSOF_clean,,339287.35970245895,222269.3942599806,,,
CODSUL_clean,584924.6659220394,255035.59840986444,261232.28375636387,60032.07530539397,,3842287.9033979075
CODVAU_clean,2662539.7043704763,2045685.5298540348,2197738.8625188726,,,9960403.904096246
COJGEO_clean,2417539.5226944457,1938913.5215633074,1747137.0993384605,1057881.1137429501,,16573024.57740723
COJHIT_clean,5508805.9581036875,5599573.029629525,2222262.9110013293,,,33081152.602151994
COJMIZ_clean,2674418.835199453,2286188.2039323403,2078948.8279719604,1307250.2333629902,,14985724.722930185
COJMOF02_clean,2288400.149984626,2040870.9918287683,1642569.6415317012,,,
COKFAK_clean,409415.3498917554,171500.4639006944,183854.10139443033,45908.11791670212,,2908185.4514560844
COKMEW_clean,6237106.346211973,8451888.093613667,3227410.405077773,4830845.928933808,,48031380.581067525
COKMIA_clean,6847324.584622106,9276941.255098803,3515706.1573241823,4922736.561606552,,52709703.952630855
COKMOG_clean,11309117.891512819,9670680.388422977,5418592.770425563,5293903.869274738,,49534613.18498599
COKMUM_clean,8546830.154726624,7218023.434165744,4955825.029524571,,,39815775.740517765
COKNAT_clean,12759546.420958355,11141834.578577325,7566841.278923189,6720665.013258344,,59889114.54438775
COKPEZ_clean,8924239.421524873,7184135.00072489,4572017.257462928,4425655.037006096,,34290338.288426384
COKPID_clean,8665308.43928067,9078767.868270848,3351540.978201255,4944839.8994602,,39427879.78730219
COKPOJ_clean,6503340.976389367,9165025.441373808,3586050.226403018,4838287.943449678,,54494010.16573024
COKPUP_clean,11543644.727620676,9777246.198615404,6587336.549358136,5892028.208657832,,52367764.37462629
COKQAW_clean,9828632.825364871,7832186.756154183,3979125.5479849866,4745312.4690824,,35150301.16647936
COKQEA_clean,5758194.100221123,8361842.747897253,3336488.8084208257,4417142.532194748,,51925952.86580668
COKQIE_clean,9657191.94111294,9071869.374194367,4507154.409946301,5197143.24336666,,43115512.31664497
COKQOK_clean,10561812.092710985,9011710.182847302,6154009.234114504,5319166.9625473395,,39773635.42025042
COKROL_clean,1403396.1511791397,997150.0871082766,1220086.840333441,405735.4889940423,,10274631.862834254
COKRUR_clean,2645595.0958958296,2140552.286265261,1883897.5779751225,1179624.9845109766,14925481.28843094,11778205.585406667
COLPEA_clean,765415.5563070733,831117.0295703352,546811.9346705169,11004.652901651205,,2079556.5386562168
COMDOY_clean,4363007.2843762785,4182274.768921868,4323118.318720455,1463343.5677013374,,13626590.445180306
COMGUH_clean,534480.6673832752,215791.63594809853,,52340.7437583199,,4163226.0351406443
COMNAU_clean,665857.5048902525,279302.08091626014,300599.5582652259,33590.268176172045,2832244.202056448,2425131.226133031
COMZIP_clean,823143.8884474699,521410.0113328876,532692.9652051337,,,3028865.539738085
COQHUN_clean,,,,,9882722.689761614,8860946.392039878
COQJAV_clean,223061.3908172191,87706.89229775866,85770.35028354112,,,2117820.3908261545
COQLAX_clean,617570.0861250568,176060.14177228196,194205.39857757796,51227.65716876327,3527350.1329496694,3555834.4946950693
COQNIF_clean,4454580.08499057,4100681.5137577183,3751055.411537418,2515465.611600188,,32296718.034873802
COQTEJ_clean,10983038.01269134,9151785.575730076,6383850.165209525,,,
COSMII_clean,6333926.709837509,5526654.465860445,4735440.171527122,,,
COSWEO_clean,1111335.0567994472,206463.3243587435,90795.76885012338,135991.05662414295,,6226868.587785322
COTXEQ_clean,1146931.8230800675,508197.2357806697,532414.8932988729,,,
COTXIU_clean,1392258.3855589805,672523.2936794856,710864.8914102804,,,
COTXOA_clean,1019914.0481561605,453701.7114156515,501399.33643837064,,,
COTYIV_clean,6249761.938185028,6041587.617064467,2208121.5454257126,2959137.7574745594,,50748644.39294138
COVJAA_clean,383282.75821076287,150793.4921574832,88740.47853836782,21283.603888173446,,1521050.8166848328
COVPAG_clean,1355897.6262773061,593753.1910299006,657321.4512286413,350838.8725730649,,8266646.150550506
COWBEX_clean,845617.6520413333,773370.0243734986,753373.4206417293,,,
COWDEZ_clean,,,,,33859075.70154637,
COWRAJ_clean,987252.7298464888,429981.98714523134,475509.7621360355,120882.13965953651,,4735045.438622396
COWREN_clean,1398854.7863099654,680602.7346070311,810928.8250585544,139776.7301947787,,8135590.646208056
COWRIR_clean,926666.7397024872,378773.4703134289,445426.9832129004,104244.77898009159,,4286113.73092466
COWROX_clean,1201379.946511087,524628.2524271368,641571.2556091197,143768.85686042157,,6185440.594169676
COWXOC_clean,444688.5958680126,,,,,
COXCUP_clean,1810808.1306548838,619119.6476082365,767128.0491874053,,,
COXDIE_clean,1617703.1999471665,1288886.4746955433,1346830.1101293983,,,15114375.632825753
COXHED_clean,20308299.34069303,17735641.730696984,1642549.667861295,,,
COXHIH_clean,21108536.000495728,19168497.287266605,1942815.2844058766,,,
COXHON_clean,,8478318.049196295,774009.7942711795,,,
COXQUB_clean,1069845.8844472675,658482.0159058139,984492.2550423768,64697.42188464606,,5260088.495802211
COXXIX_clean,1661250.3281715198,1712017.7014983278,1245518.681538459,926628.5781244835,,10397881.31652597
COYCEZ_clean,,1469456.6350481315,1143660.8935399274,,,
COYCID_clean,3153803.6761526735,4353269.32912281,1236433.6438305872,,,
COYTEQ_clean,,,,,25041421.526233863,
COZMUA_clean,7551685.672833088,6871910.139398707,3015553.1569473557,,,42978596.92089258
CSCNCA01_clean,2540957.90495293,1738514.7283742127,1286120.2636481817,,,15355377.489739457
CSMNOX_clean,,,,,6928712.265143175,
CUBHOY_clean,2628000.0256505054,2180273.077334229,2121470.9574085665,,,
CUCKIV_charged,1438340.6276656857,961075.9571286906,900475.0743665294,330442.9290299171,,8775319.46559453
CUCSAU_clean,,141157.42138616086,163143.4813620958,,,
CUFFEP_clean,15247236.606611809,13656350.982461868,10242372.236729972,8674931.98951169,,45299937.66198707
CUFJUK_clean,,,,,2683164.973133527,
CUGFAN01_clean,317847.58568108006,22003.91699280901,240517.46725027167,368.2768257618685,,71402.3407916602
CUGFAN_clean,264292.61158292537,193560.39991630928,180874.57833216526,6305.761541852815,,1953903.6993768516
CUGFOB_clean,1178786.5565591345,428748.7538386278,335601.5128592346,16940.002688186723,,3535863.9658501535
CUGFUH_clean,469826.5132150932,13311.627758196528,183926.21425084668,299.78700839455047,,68918.49805953649
CUGLIB_clean,,,,,13820337.351225046,
CUGVUW_clean,279508.68836021377,299758.17307298875,248943.44725156197,,,2166911.81003488
CUGVUX_clean,1457584.6484361405,1009275.5518728903,803617.7745241785,59361.838463863794,,5554707.929633979
CUGXAF_clean,2132582.2067139177,1550215.9138906042,1470435.3629533837,773099.0974600778,10443507.909139788,10405224.856863525
CUGYIO_clean,,,,,,8467917.920278398
CUHLUO_clean,,970472.5935990713,1034592.7840289687,,,6441839.601459389
CUKVUA_clean,1024116.5952070327,456908.38751697564,272632.1107074734,,,370176.82498635305
CUKXAJ_clean,2857498.9330193917,2109712.062008322,,512122.0346719851,20734819.899661865,19506475.93060846
CUKXIR_clean,2638696.367097916,1881963.238509316,1597770.5594425139,369913.1720232193,,18238694.61807835
CUMDIY_clean,,,,,11194547.22295055,
CUMDUK_clean,597856.3622129802,278421.13941721676,250934.6963898336,,,3723535.02006491
CUMJEB_clean,5911304.6047565825,4468811.911091345,4287516.795935244,2828514.929727991,,23638126.28135963
CUMLUT_clean,9223742.297897995,5802130.79734045,6121990.093128,3764574.1057376536,,43977873.78784248
CUMQOQ_clean,4235120.893142463,2435953.186597811,1857321.7322039546,771206.5805364668,,44173524.11756861
CUNFOH01_clean,11041239.621710502,10628374.34703757,6936433.379610225,7120093.3275611885,,77395333.71346566
CUNFOH_clean,10153973.570183203,10127354.868305953,5441402.895927711,6747571.908973282,,67413624.16271444
CUNQOT_clean,,,,,30008761.41095938,
CUNRAG_clean,,2090851.4636609778,,,25154281.238323763,20622529.084944412
CUPHIG_clean,7291235.630132961,6496286.107858403,4872466.181338299,4103792.3030778896,,42641326.63495719
CUPHUS_clean,2608926.8376402934,2068874.2165450603,1518020.1159680563,956725.8605275794,,15551634.536800915
CUQRIR_clean,786916.3039128783,569444.0662855835,550540.1610760073,237738.6912282676,,4138707.460676721
CUQROX_clean,696834.1727463342,552349.8929298437,592687.3431963376,204773.9868702472,5214550.6919057695,4093205.921551771
CUQRUD_clean,2249312.7632308025,1705017.4213566843,1603205.772600073,803198.9974108688,,11840929.328314008
CUQSAK_clean,3344274.9770757616,2422271.0271321735,1698564.5191179283,1019692.8189358838,22086681.749037802,21975888.854940746
CUQTAL_clean,,,,,31455072.901307315,
CUQXUI_clean,,,,,4471800.998984997,
CURBOH_clean,3672970.2524846904,3663784.6878222,1990373.9810326435,1701666.463811492,,38876096.69045522
CURQEN_clean,736299.7301424422,,,,,4125015.201280821
CURYOE01_clean,4010063.3992359755,3007432.1433157744,2768575.737099022,,,18393621.030095346
CURZAR_clean,,,,,5048456.277072594,
CURZEV_clean,1773853.6922536874,1221743.0618300175,,,8313700.107200908,8981819.832983946
CUSDIE_charged,9912409.257764002,8643796.204401279,6164702.872791893,4064794.6036723503,,61840545.81826611
CUSYAR_clean,10786182.40007025,6735472.183254828,718795.8354454091,1005636.6920722652,,49299270.92912571
CUSZEX_clean,2378415.7233668948,1176860.3732773317,,503830.08514846314,,5648231.042207169
CUSZIB_clean,6828055.619089788,5429411.628191842,4301329.368661661,3100047.3525674697,,35523786.99422174
CUTBIE_clean,13905273.74734461,11204835.185890408,8336205.984734881,,,
CUTCAX_clean,2205299.006153124,1308378.6321487,1159714.1377381391,,,9463050.503700417
CUTFII_clean,,1038203.3011021286,935912.4148437666,,,
CUTFON_charged,665395.9041638462,719374.8145118637,496896.55903583195,,,
CUTFUT_charged,749315.2432923666,441819.14857022476,467292.2655751256,188299.07554308593,3782915.3892050995,4205028.194555071
CUTGEE_clean,2213205.8834645646,1432456.0231157963,,772431.7793558132,,18604570.04930979
CUTGEF_clean,2199572.330258498,2057983.2411911304,1843864.5499922778,880010.2746588772,,15912057.92025511
CUTGII_clean,2166641.244446631,1462839.6769237954,1208343.7706991062,730239.4401461517,,17587940.119694687
CUVGIK_clean,1840858.5908767749,1550091.03910309,1524993.6055434917,473194.95385237853,,4992447.604075702
CUVGOQ_clean,2814155.173447541,1786595.1008468,1841555.885500163,845670.1425027408,,7930569.93933378
CUVTUJ_clean,6468549.750825578,9018920.030031469,3597577.234465013,,,57110505.77855381
CUVVOG_clean,1306674.5733650299,1074048.3741993567,1117032.8667276176,,,9342560.377846086
CUVXAT_clean,2302198.4116372117,1654883.2035729855,1596206.251004098,,,14485592.724279568
CUWNIT_clean,2049540.5879230343,1551820.0385555073,1374065.5383805211,,,
CUWNOZ_clean,1151032.6328783594,,,,,
CUXDUU_clean,,,,,41925468.85089,
CUXFIL_clean,2774307.365583579,1908959.6120768965,1717848.7678139568,566067.1304369455,,12823552.830223095
CUXFUX_clean,1835952.3732927125,1812099.808771586,1545840.7661664563,540641.5114809662,,9050874.655322623
CUXLEO_clean,1362026.8374398563,700297.9946872036,583858.6762934327,392097.38209097815,,5352838.47627244
CUYHIO_clean,201199.1044464867,19928.839085901072,65418.91344126367,314.3383714656595,,69659.06209814154
CUYQIX_clean,,,,,531170.093094093,
CUYRUK_clean,759014.7360897117,868424.2856583581,614084.6913712265,26368.46786308212,,1839552.2161565237
CUYVOI_clean,653119.9178195832,307234.192528703,333574.78703132377,,,
CUYWUP_clean,2382844.6471748385,1842857.317706414,1814298.8782781009,,,11389109.239308856
CUYYAX_clean,1374419.5319591106,842813.4473243263,765048.386161263,,,7744503.397901968
CUYYEB_clean,1378723.3623150524,816966.2280773481,734373.1064476259,,,7624182.198064505
CUZBUW_clean,2210076.182830803,1292623.9169755704,1159443.3178400975,280691.02243060735,,9451291.84200507
DABFET_clean,916827.5850035503,251899.78260032786,266424.84934256144,100511.98264466003,,3951464.25007102
DABFIX_clean,1038833.4632703883,351579.2783884861,380353.32746240887,93280.06663237853,,4567814.1513298
DABGIZ_clean,,,,,10038114.892124917,
DABMUR_clean,6641043.1300923,4906511.603844448,3707010.485064408,3745968.2649695203,,32471952.6268893
DACSEI_clean,,,,,25134184.17144637,
DACYUE_clean,13349085.192875491,10401986.050192747,6741907.3262443235,5266685.654239367,,46728981.72449264
DACZUF_clean,251773.32600383068,181882.4415462646,,46692.93517629313,,1715178.7473172334
DADLEC_clean,459358.36967356544,297699.42482758255,340253.52497741015,171507.6060963151,,3492858.0285375915
DADLIG_clean,487765.4108631394,333259.6982369118,365314.2011673281,,,
DADXUE_clean,1391780.0919664607,823644.1908067655,813055.1589383937,153258.74200172533,,8860794.628928373
DAFHEZ_clean,985030.7423759449,498381.54944259074,485792.70644647535,,,
DAFHID_clean,1082518.716559746,548067.1269636012,502942.21415623615,101662.24391394254,,
DAFHOJ_clean,1758134.2118894125,967757.1763283814,955886.169681675,156930.59770191676,,6849294.124620259
DAFJOM_clean,1733331.1226272783,915696.6638939746,826454.9062343758,235092.44605951867,,9167857.422682364
DAFSEL_clean,446056.1146407687,66530.60670818575,197558.6015368138,1691.8410043283168,,877553.1921024593
DAFSOV_clean,1789617.0358547098,1773660.0089924324,1014960.129945293,,,14448682.313301604
DAFYAN_clean,4775228.07578174,4072475.540848494,3182743.677939172,,,
DAFYER_clean,2256262.678857861,,,,,11758940.291911596
DAFYOB_clean,5058315.955473005,4551338.260715163,3604863.246305895,,,
DAGJED_clean,365211.2587318342,243541.70811004992,230608.7040833911,57693.224910333935,,2229475.816633903
DAJBOI_clean,656392.6493613136,369034.201081855,325663.20616468915,68948.26409788424,4801405.909439787,3980287.3108264715
DAJHOM_manual,637760.986287606,391386.1933978885,388220.00014147826,58113.772804578526,,4688242.472532965
DAKHUU_clean,3346857.0716110943,2865770.611654137,2070615.9197921706,856206.1586943828,,34093761.78971154
DAKVIW_clean,6083456.880503917,4847538.577130602,3864062.0088116974,3208376.9820822575,,36160505.50668536
DALVAQ_clean,1525116.415843481,1110465.262188232,995535.0255936659,263700.92960930936,,7080372.487045611
DAMDUT_clean,3944662.3459682153,4041576.294548869,2449524.614564105,1905116.9969652647,,28813357.442423806
DANFUW_clean,901628.5200080618,214140.41574968418,274671.7107435685,,,3939595.9785279185
DANROC_clean,882752.3522431887,402233.2141085084,421891.3100451698,107029.62563339842,,3842147.5886294767
DANZAV_charged,3871899.458532863,3302473.159997765,2512728.799389937,1458785.4255065897,,20498931.543200336
DANZEZ_charged,1384659.2587524937,1152654.5259483638,992363.3240279554,,,
DANZID_charged,3449517.0891254637,2747113.251128136,2093309.1043224465,1303670.1848401048,,22355753.802187823
DANZOJ_neutral,1963444.244740334,1504812.3885082097,1243216.4491566692,756010.7186505481,,11347175.0948597
DAPBED_clean,4969098.820132082,4717722.152711594,3242413.475049384,2599510.435080361,,36115241.26238472
DAPBIH_neutral,464802.53426943853,313077.52961950866,259299.2560687539,290217.96507927333,,2850423.1331907017
DAPHOU_clean,9434181.019840565,8444200.313850245,6537448.895680628,4867817.81667301,47239604.78551992,46229235.702274725
DAPXID_ion_b,1732632.9799097362,2486002.27525778,840052.188964466,636956.3791100782,,36784918.6001599
DARBUU_clean,1093188.0794700705,991008.1145583438,731748.9549686284,736791.4148583198,,12773564.143032596
DARJOX_clean,1942397.1170771404,1233678.8828257911,1236043.9333287252,431771.0885955849,,21744519.199121237
DARJUD_clean,1860936.3717631148,1185060.8300210887,1155188.4232927214,394349.91106441827,,20160016.102901876
DARSEV_SL,,2193053.7874059193,1530358.300385889,,,
DARVAW_clean,,3699625.924249557,,,40088550.12500984,28600002.66417551
DAWBIO_clean,2034604.7763451398,1906658.2400556202,1893814.8148366888,844645.2562794737,,9264753.094929134
DAWBOU_clean,2480511.1221627337,2771921.1413333034,2638892.8516177614,1142880.93676619,,15938957.707709134
DAWBUA_clean,2926900.2519992613,2294941.802719939,2535764.6219789926,,,
DAWCAH_clean,2471604.0364957973,2303081.146873065,2262001.671381992,,,
DAWCIP_clean,2543784.415977139,2067787.4941597164,1764580.6629884571,1050220.721912265,,18502552.33541987
DAWCOV_clean,2088139.7994828671,1521111.8904029278,1332984.6228456595,,,12107050.339431921
DAWDAI_clean,445034.96139244933,251238.55489946908,242102.88807004254,46253.61034818985,,2196030.3385945745
DAWVOO_clean,,,,,,7868102.872151613
DAWWAB_clean,1433507.3440814842,1284428.0865884149,1191357.607204436,,,
DAXHIV01_clean,5997238.7823487995,4828818.6608972475,3534077.5822401787,2940818.040400869,,26767654.756758083
DAXHIV_clean,5914104.028628144,4709831.009440759,3014790.0780020608,2671031.529427281,,29624250.04488918
DAXHUH01_clean,5958938.141538543,4652036.670514107,3227593.452299493,2691097.808426513,,32056480.890555963
DAXHUH_clean,6333336.102277344,4926540.024452301,3409822.952879334,2850940.178733178,,26687200.44002061
DAXJET01_clean,,,,,44124.489749979795,
DAXJET02_clean,,,,,10726.811543609274,
DAXJET03_clean,,,,,42732.29044150832,
DAXJET_clean,,,,,11863.733263353995,
DAXKIY_clean,1208306.0563985987,,,,,7526386.24660817
DAXKOE_charged,1666205.435483904,1175475.8562933912,1226604.638311252,259522.93115312528,,9706607.941008825
DAYCAI_clean,6318089.3559742225,5524077.939536249,5840977.767681925,1578128.5426800968,,55318999.375868365
DAZCAK_clean,,,,,12212566.985589633,
DEBGIA_clean,1044500.4696182034,626835.1959812035,504418.19836304674,94781.07327893336,,5370126.59433531
DEBNUU_clean,237315.8018551079,8266.27089896364,56573.46756136248,418.6664527345814,,33514.25159672743
