MOF,O2,N2,CO2,CH4,H2,He
NOQKOV_clean,2123458.724888269,1355731.0806238484,1277053.5964340554,459984.2549192327,,9633178.573675895
NOQKUB_clean,2939308.227095995,2101606.258573749,1832816.5905562772,,,
NOQLOV01_charged,718302.8059763312,17226.0271822733,,580.7077656169271,,50874.74724583328
NOQLOV_charged,,6180.209449034063,,,3079.618238944175,2407.2050255345366
NORJEL_clean,858758.5775613216,362321.4194958553,383833.86583782255,,,3647970.820294596
NORPIV_clean,,628773.4866338975,,,,7570481.683361236
NOSTUM01_clean,3817131.5694630574,3169968.685660163,2605860.6501279045,,,
NOSTUM_clean,3700442.855827134,2885860.5580279133,2483871.7817875543,,,
NOWGIR_clean,6165680.115289408,6021653.329193563,4136380.754970936,3455820.6367127285,,46626954.60656552
NUBBAP_clean,,10507094.169516869,1958690.5495285732,,,
NUBPIL_clean,9416091.27765512,7918043.253037067,4403148.735610507,,,
NUCBIY_clean,566208.9629683103,291867.17317199975,280671.636667138,96342.3317530203,2722628.2925930503,2917332.0888203685
NUCPEI_clean,4324727.891441743,3300788.938204869,3299741.9820217816,,,20604835.162732415
NUCPIM_clean,2957398.7490428607,2273808.0997151537,2300926.7767737936,,,15025073.334041392
NUCREJ_clean,603063.3575443662,211103.52667269282,282314.20412939327,24618.688987552963,,1446186.4373194375
NUDLAB_clean,738246.7564472638,584610.733946928,554131.2179284475,314342.3075962756,,8255087.243887483
NUDLIJ_clean,3270927.2414322225,2699354.047192028,2712013.9701737254,1134300.169402242,,16329858.35961131
NUDMAC_clean,2894028.8619922427,2460660.1483756932,2261850.994236764,1118584.3583041623,,15569907.88633396
NUDMEG_clean,2322197.382743342,1895266.8753801282,1692083.3058907066,868494.1392043746,,10905711.1808688
NUDMOQ_clean,2562402.0134334504,2160392.330848101,2061917.6192865234,988257.1683571576,,15221262.837316679
NUDMUW_clean,2473919.202100276,2220876.7343041566,2078087.036315159,1035862.8959809386,,14232842.494307263
NUDNEH_clean,2522578.7411183384,2050729.4463228544,1944434.6357299136,994343.5702212355,,13154184.12284409
NUFBEX_clean,2526526.3019368458,2403598.3499324764,1853826.5512528494,,,
NUFBOH_clean,1359050.8938072042,906815.1265184178,761930.9295620248,,,9570545.812269399
NUFBUN_clean,6699040.886245254,5339008.411645987,4150614.7766930787,,,
NUFTOY_charged,,471379.3935726677,508521.16991220374,,,
NUGROX_clean,,,4534005.060556186,,,
NUHNUA_clean,648001.9229083031,393854.72571781307,367303.50622488634,105251.11356263631,,2888577.518541697
NUHPAI_clean,1056222.7283924893,638821.6750575192,538717.0684532472,,,3828051.1854908066
NUHZAS_clean,604375.8686947365,354800.50737003644,346251.24741572613,69591.8685006035,,4214612.017143518
NUJCEA_clean,611852.2014129593,519508.55135388876,411319.62436678086,343409.10528735083,,3694060.578023155
NUJCIE_clean,416215.44674213114,346889.2645306809,359487.341947262,208741.1655550012,,2426922.4330165857
NULMAJ_clean,974640.6557336977,,706522.3198191496,,,3687679.4985638717
NUMPAO_clean,3770179.0588452807,2607838.1183076953,1701900.296923915,,,
NUNCEG_clean,1333835.9831394611,862319.9060296863,703754.4675098903,149545.9732227318,,5584282.519965052
NUNNUH_clean,4199810.646111088,3279712.669441065,2235913.586277339,1976662.5828385046,,15934453.21160304
NUNPAP_clean,4338288.916710225,3380693.982552199,2198654.283642925,1811379.9375270116,,19028740.249015998
NUNSIA_clean,962951.5487993903,757507.7486238385,691016.9333460676,224048.53968923047,,3129978.3545982055
NUNSOG_clean,1258844.85512594,960630.1691897297,1123843.1875467692,412551.14479912125,,5851150.156595665
NUNZUT_clean,1052747.8758201308,653339.0423992386,818949.8967252447,427777.0172449506,,8574280.79885213
NURMUJ_clean,3970929.856226475,2307832.3673217813,1911349.8930164983,984111.0520571121,,16165801.826839004
NUSXEG_clean,26598165.88007751,20218615.741449997,1749039.0885080136,3910676.654473316,196627704.5961905,218803215.49277556
NUTQAV_clean,9451613.90134833,8048342.474110368,2908578.1716850977,4633290.052495492,,43396298.01623881
NUVWEH_clean,,,,,4305846.958484579,
NUVXOT_clean,,8143902.770613172,3055792.0863277796,,,
NUVXUZ_clean,4588914.138567984,7735611.82733415,522714.38554162864,,,50493135.16785772
NUVYIN_clean,704381.0044909324,303118.4777981208,352864.6389043975,68126.74187329647,,2610553.039716582
NUVYOT_clean,,356991.41617486015,359786.04814127984,,,
NUWBOX_clean,,,,,49698355.31102171,
NUWPOM_clean,9415068.81567886,7922795.149103009,5096639.8463238515,,,59909202.792237274
NUWVIM_clean,534667.7501727905,227035.7715884618,238738.19282419764,53992.86478328699,1815360.5307480085,1906174.2344509778
NUXWAG_clean,2916910.83686693,1629835.2639397068,1490182.2852402763,843131.7051795614,,
NUYNEC_clean,6605972.500872448,5798054.905233646,4183455.8949499815,,,41260672.470856756
NUYWEK_clean,794023.0479002248,459040.6873117278,364845.30328749237,44037.747838423216,,2507658.8236736977
NUZCIV_clean,724570.9583082137,565180.545611197,579131.316149133,,,
OBAHIL_clean,2534245.4880392626,2001943.4933170637,1932837.0287243854,,,15857956.430498933
OBAHOR_clean,2680290.887189878,2145185.7660998716,2041055.473365582,,,
OBAHUX_clean,2562910.984585882,2076990.7160403088,1959658.9782736117,,,15512735.302976012
OBAJAF_clean,2830327.838460909,2088307.3354422513,1917982.9681602346,,,
OBEDAA_charged,567387.1009576336,329625.4852896844,,103581.51956323443,,3011015.8508168506
OBIBAF_clean,1795976.0162815903,1396022.3557202993,1474652.6235242875,,,
OBIBEJ_clean,,1077426.2816904772,1010319.9766766892,,,
OBIBOT_clean,1886458.3968564477,1143873.4782716827,1154887.0791700126,,,10235576.333293408
OBOGUK_clean,11889778.962872718,11651676.032388786,3603716.3864849783,,,
OBONUO_charged,869081.4243085345,630852.092781803,581906.3741310071,,,
OBUBIW_clean,1704229.9468019088,1671670.4304054957,1287650.3486492366,894858.062737817,,13798226.36529893
OBUFEX_clean,1947981.1461207243,1327592.4635898296,1477272.5465370943,,,10475134.724637551
OBUFIB_SL,940945.1146578565,690890.6029837573,548075.8481001763,,,4793681.622676391
OBUREL_clean,460478.6764557051,291396.1482461684,301564.9812934168,62609.47337096662,,2149253.9728369634
OCACUR_clean,6419816.38313291,4951277.8188941125,4164294.618061919,2544204.8341940884,,31116019.503936533
OCAWAT_clean,1661729.0536068536,1273281.5351443454,1162574.3836106218,548072.932896707,,10149389.270099116
OCEGIP_clean,2121800.592388845,4871279.131603614,2897629.068102496,498761.2439715886,,21723569.054177687
OCEGOV_clean,5748927.651244853,24788688.323878393,10140441.725751705,3012468.484661738,,100196405.18547885
OCIHIS_clean,4344231.057748778,3052455.490320771,1223244.1913781567,559057.3080560189,,17236817.34139069
OCILEU_clean,897893.1344713784,372189.10072527465,424482.1624758903,,,3189335.245533452
OCILIY_clean,1104523.541707408,922491.9394657161,835449.4818919849,386761.0041385738,,5556468.632257986
OCIMAR_clean,362036.4679964831,243563.64367467613,232326.2192249562,107097.42279846536,,2632506.210490251
OCIMEV_clean,362686.33853922575,240215.436899314,244502.9982336611,105212.7670403395,,2587847.8572042263
OCIMIZ_clean,514958.1335920444,363347.794769673,386560.6850406508,189277.36197797416,,3641751.27256758
OCIMOF_clean,389093.3896904061,257109.5851178891,274082.87316200114,115177.95556951062,,2757204.285803868
OCIMUL_clean,369604.0483500498,258519.5476175915,278314.60379743396,123192.22140927198,,2978536.86640204
OCINAS_clean,786490.4339049234,603612.9363244714,661813.7552344583,323212.22668503446,,3755637.0780280065
OCINIA_clean,1743226.3618284801,1167641.5774271584,1056932.0065767812,295346.183929705,,14064592.597106451
OCIZAD_clean,610013.9156754926,381334.95931303833,383687.5152979377,,,
OCOKUP_clean,862176.7397693127,372201.63547800115,396785.96979582304,73615.80920043141,,5033166.639582597
OCUNAC_manual,8046158.2691125795,6405810.92499802,3492561.4988352796,4909687.900321349,72256695.60325046,71275014.91169477
OCUPOS_clean,2351053.390959714,1776932.975777469,1688268.864219476,397884.3861755333,,7874873.728003435
OCUPUY_clean,2047923.8281688073,1329966.471175463,1523259.155602729,411466.5174219717,,11407662.851572149
OCUSIP_clean,3901907.2048113616,2878630.043053396,2883366.484561065,1468904.7979044048,,29473787.499489475
ODAGEI_clean,372889.357528985,226380.264573957,169719.53155424335,32416.513495732863,1692743.0095563654,2019340.3655725033
ODAHIK_charged,553180.0583487542,154787.51739751484,229220.96996034269,,,2687929.6194770704
ODEKAL_clean,4339182.20398047,5374225.257245532,4894125.637568595,1128164.1039069481,,32594210.032018185
ODELOZ_clean,4840255.939875826,3552761.101213661,4912643.725914356,564513.9509855594,,34121298.09522858
ODERIZ_clean,344097.51564617286,310646.69910292496,307741.2467023006,149844.1380920046,,2415769.687150075
ODEZAB_clean,3595342.709345625,3305024.9801391196,2623493.5869195177,1886635.241097274,,23719695.306075603
ODIVUU_clean,6027360.052125171,4903448.3671668125,4613102.695012484,,,
ODIXEG_clean,10451970.074703746,7837824.840243314,3721719.438296738,,,
ODIXIK_clean,1722118.5953811896,1366777.4447222801,1270944.5212793392,,,10972169.517314343
ODODES_clean,2648015.9250307535,2060890.4894545265,1936180.1466272306,859193.2575560309,,15347152.966773838
ODODIW_clean,3164251.1106417845,2503001.807132267,2015060.3641810697,875177.0489129004,,15585644.152343575
ODODOC_clean,2783580.665186447,2165737.9965076675,1895543.295336896,885631.4992861549,,23033749.228914835
ODODUI_clean,8072700.434016189,8022160.9136572955,2682252.0718075903,3981183.4986375277,,62030799.27859894
ODOMIF_clean,2660355.240428939,1626326.3110081374,1466187.3090919487,287469.98689498124,,8189210.188070668
ODONEB_clean,250706.1325718018,85907.11049530293,166081.12254467077,6471.294170710824,397745.9280311713,438944.3151137715
ODONIF_clean,121447.71367625541,295530.0675036535,147119.46718120616,7336.498477778743,,2579210.2378200246
ODOXEK_clean,818718.5119904745,745474.3189731415,677840.0291606053,173763.24751235187,,3811391.0173420697
ODUNEH_clean,3214898.3902682518,2536654.6237961613,2059348.7390539467,,,19656571.10901559
OFAMUF_clean,664323.9140452803,531060.3219617078,400612.6052683934,151259.56852610418,,4182953.4291700996
OFAPIW_clean,1315545.0266813636,656113.5573784552,630524.7025450068,147299.28207125285,,7319265.237756401
OFAWAV_clean,19077230.99423234,17401225.16536916,3241525.5125384736,,,
OFAWEZ_clean,19611350.657535236,19018850.920526855,3767796.7302395757,,,
OFEHAK_clean,2552731.6812069463,2012058.2283064763,1623177.130841397,806569.6745479241,,21300994.484398868
OFERUN02_clean_h,1482750.1317122763,924908.1238863746,693214.6168650162,170790.98859840416,,7936974.019904315
OFERUN06_clean,,,,,,24660987.596716087
OFERUN_clean,1221466.603807734,816274.7643556265,545456.4512493908,124325.75406950011,,6521374.328709281
OFEZEF_clean,2933440.882381085,1744847.2331624203,1765814.8938449908,1109227.0731178117,,25641995.85676162
OFEZIJ_clean,2911252.2221772764,1791606.6168696983,1799010.484419855,961894.6419492449,,23181926.018867828
OFIWIK_charged,71489.38671567135,19172.988177433886,41258.79933882418,1375.4950657451166,,148654.37776781182
OFOCUI_clean,8281040.425100491,8160306.068260146,5132512.757711099,4881755.249868117,,57889515.437202506
OFODET_clean,1763630.932366971,1485956.3642703698,1448523.3344549686,539488.6246358806,,7418333.749851508
OFUDUQ_clean,,,,,80713.52774322353,
OFUYUL_SL,2975648.1834683036,2541042.7766178832,1844555.7201171422,1012355.7532449055,,22579477.0776636
OGAGAF_clean,438367.6082243098,267716.2256128647,282499.3734515992,54484.15540381345,,1697801.4138925797
OGAGEJ_clean,1521190.9104997583,1287665.08173467,1131173.221642396,525543.6442968857,,11157609.864912165
OGAGIN_clean,451233.04142592335,316126.3985777234,285498.21617083764,41637.89671236158,,2945685.786015168
OGAXUR_clean,2977699.1466563917,2223735.7687201966,2452139.4093971,,,
OGEBAF01_clean,9476507.524619624,7483299.445494199,3208966.7870607376,,,
OGECOU_clean,2085369.8915366535,1844140.2005134325,1890856.332606672,,,16810372.688903984
OGESOJ_clean,,,,,63510106.0299154,
OGIBUD_clean,4202783.167181622,,,,,22711166.74996735
OGIKAR_clean,2443413.8516494953,1946015.980064535,1616612.9593906607,934377.4279235248,,16279741.091637382
OGIYAF_clean,1653542.3080989895,1611369.8325164749,826935.9059379806,189729.461935021,,5862808.124428867
OGOJAX_clean,5352555.76110725,4386754.622896422,2654301.697343258,2477096.901782514,,33694938.78072013
OGOWAJ_clean,2153710.4285052717,1464958.7205252342,1413295.9998973254,,,
OGUJIL_clean,1477980.301611674,556446.9616557242,381076.48334411014,64661.02178696884,,3676078.3362955437
OGUPIQ_clean,820640.6194286876,431405.6272118907,371204.39310260996,81685.80791612854,,5881264.157055084
OGURAK_charged,6300274.024663959,4990753.379374799,,2899919.617778343,26151805.38686163,27533502.526260085
OGUZIA_clean,,,,,22353435.876893405,
OHAKEO_clean,,3014798.1401839918,2799051.5017961334,,,
OHAKIS_clean,2252272.5726528484,1533011.373951879,1648269.670004929,,,
OHAQAR_clean,4234720.129763731,4058754.4334550626,3464740.275318182,2047594.6693253273,26800794.738572102,26089593.567214034
OHAQEU_clean,1631483.23078995,1116162.9670302158,1210887.2235026346,647127.9549061824,,9991958.476440107
OHIHET_clean,673418.2185889549,358927.60856161325,309950.2644460376,30479.5555856318,,2385223.168413934
OHOMIH_clean,,8665765.8632219,,,,26457232.76460989
OHUMEL_clean,21595359.303272847,18296699.793863524,1803555.3001213586,3025392.4207054526,129375606.304834,166540409.51434794
OHUMIP_clean,9919932.427831616,8371599.1854254985,4728562.599318191,6836194.089183286,,122896928.68767565
OJICEQ_charged,1332805.9923335034,1332539.5761854,989490.5293486244,,,14705408.828616412
OJICUG_clean,7054892.346176383,7081766.366871618,2333837.4592840113,3160126.2410565657,,43416010.652199954
OJIFAP_clean,2019855.3593041494,427507.33709381573,624135.5211352992,174324.16028719404,,12401832.438386386
OJIWAG_clean,1156746.731401073,816497.280840585,693860.4617505328,327648.8910746954,,7163761.48217927
OJIWEK_clean,,,,,6455316.702505494,
OJIWIO_clean,1455529.2749190088,937552.9265241454,871100.7586305025,,,
OJORUC_clean,2051530.2638856159,1446132.295539035,1322258.576290372,,,13530758.42464922
OJUPEQ_clean,2171210.273062434,1929662.366805058,2014081.201915617,1047567.4098387781,16742580.986522095,17723165.30926791
OKABAE_clean,7363679.067590044,6881084.425655745,656406.5422116142,3521678.3052557423,,54716530.01497751
OKABEI_clean,4428750.278166809,4557447.89257111,561565.1623346764,884820.4084542807,,48533767.78480139
OKAYAC_clean,422876.1953109464,254480.28342729944,275266.6493373584,63416.05349341938,,4531600.678153088
OKAYEG_clean,490931.7372022841,293148.2277537225,284287.34377965645,82636.74042296545,,4740165.730104706
OKAYIK_clean,465333.11211159837,269908.87729252834,293354.68263216503,81295.18461576998,,4771345.555136086
OKAYOQ_clean,1447666.532978537,947458.2256675616,949526.1257688728,283862.0804819658,,9838554.402329722
OKAYUW_clean,962912.2633980878,523780.0705533228,489403.0771633528,89389.66145179073,,3644894.8039942523
OKAZAD_clean,956376.8711385054,589726.7819440986,523485.05048159027,110742.12399733647,,4473528.320910541
OKECIQ01_clean,2465315.28316127,1431316.2078613515,1307324.564849782,861285.5091028272,,21948061.78812851
OKECIQ_clean,2436650.0908636916,1448550.1245918614,1297866.3699512447,843482.5862288075,,21695354.476028617
OKELOH_clean,1932265.8120763793,1086454.019056726,,748221.2616429313,8163192.796642042,8758272.967462553
OKIJUO_charged,,,810733.0712804598,,,
OKIKEZ_charged,,779032.0270587262,674211.1569302158,,,
OKILIE_clean,2695498.585581973,1833174.7375950653,1103072.9170391615,246343.59653959167,,22179155.523688104
OKILUR_clean,1074267.017756668,782089.7380381116,600100.8296046847,174616.4086354825,,4699653.226277367
OKIMAY_clean,897171.8268340258,698964.5447982677,633468.4385476856,161782.79448544618,,4459167.501044447
OKINIG_clean,699709.3920555126,215337.84474381903,165768.7828730109,,,1760473.868181031
OKIPOO_clean,333393.3903806267,174040.26975985322,178652.62468007123,40612.78384205131,,2716818.099169985
OKIPUU_clean,381425.1195523796,189876.5259477253,172210.4049138799,36596.20870593058,,2502798.934383861
OKIQAB_clean,359860.8942335158,174212.10126422846,163971.58900383805,36908.84424756578,,2352330.733304674
OKIQEG_clean,2038237.0095488336,1433093.2653855805,1332134.9790414514,,,
OKITAE_clean,10006656.81762343,8644392.712543095,8086378.269440645,4033768.0920835105,,65170165.713936895
OKITIM01_charged,666717.0380473338,219375.30961778943,248141.0238937657,,,2371924.866031891
OKITIM02_charged,1067250.6810590809,366995.37779974233,408566.1044145442,,,4140610.7531287195
OKITIM_charged,1141566.1129954574,440945.8931943504,489594.1136308274,,,4307142.356233258
OKIVAG01_charged,1242401.9560514065,498792.9875006006,534853.0490012295,,,
OKIVAG_charged,1186183.784562689,472370.6254498547,514989.4332283886,,,
OKIVIO01_charged,751314.5721079774,271139.77391674113,291231.35237387795,,,
OKIVIO02_charged,755143.735035005,270690.8183511954,313232.83074017504,,,
OKIVIO_charged,933718.5046699838,363893.9615546907,361064.3458795165,,,
OKIVUA_clean,987336.0136705721,418417.4436514748,439779.984664642,,,
OKIWEL01_charged,629320.3945949713,235933.9692760772,255449.1435864523,,,2785376.021061438
